Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
1471240.0;2992.7298;1857.7101;2990.1428;1873.2761;3014.3266;1834.0265;2987.6102;1843.802;2989.2456;1839.4458;2983.6805;1879.9273;2995.6911;1845.5951
1471260.0;2992.5191;1857.6395;2990.6643;1865.8368;3014.0558;1834.2742;2987.5951;1843.9124;2989.2584;1839.4929;2983.8511;1879.5136;2995.7465;1845.5485
1471280.0;2992.3723;1857.5188;2991.2089;1859.5988;3013.7559;1834.5212;2987.6623;1843.978;2989.274;1839.5627;2984.0275;1879.0565;2995.8004;1845.4943
1471300.0;2992.362;1857.3451;2991.7244;1854.952;3013.4183;1834.784;2987.789;1843.9718;2989.2916;1839.623;2984.2023;1878.5497;2995.8427;1845.4401
1471320.0;2992.5892;1857.0148;2992.179;1852.0118;3013.0529;1835.0654;2987.9496;1843.8833;2989.3084;1839.6546;2984.3778;1877.9819;2995.8758;1845.3829
1471340.0;2993.1391;1856.4157;2992.5332;1850.7495;3012.6872;1835.3491;2988.1197;1843.7303;2989.3221;1839.6654;2984.5745;1877.3315;2995.9152;1845.3112
1471360.0;2994.0391;1855.5003;2992.724;1851.1075;3012.355;1835.6018;2988.2798;1843.5491;2989.3315;1839.6865;2984.8287;1876.5641;2995.983;1845.2102
1471380.0;2995.2133;1854.301;2992.7041;1853.0429;3012.0797;1835.7858;2988.4169;1843.3737;2989.3395;1839.7548;2985.1671;1875.6563;2996.0966;1845.0659
1471400.0;2996.4863;1852.9255;2992.4833;1856.3403;3011.864;1835.8841;2988.5248;1843.2216;2989.3539;1839.8981;2985.5823;1874.6233;2996.2598;1844.8704
1471420.0;2997.6543;1851.5183;2992.1356;1860.5085;3011.6933;1835.9145;2988.6038;1843.0938;2989.383;1840.1247;2986.0371;1873.5229;2996.4605;1844.6252
1471440.0;2998.5815;1850.22;2991.7555;1864.8827;3011.5466;1835.9211;2988.6562;1842.9818;2989.4292;1840.4225;2986.4902;1872.4289;2996.6779;1844.3448
1471460.0;2999.2449;1849.1265;2991.4126;1868.8814;3011.4057;1835.9488;2988.681;1842.879;2989.4873;1840.7652;2986.9131;1871.4009;2996.8947;1844.0543
1471480.0;2999.7047;1848.2589;2991.1327;1872.1773;3011.2539;1836.0246;2988.6695;1842.787;2989.5487;1841.1256;2987.2926;1870.4708;2997.1062;1843.7766
1471500.0;3000.0445;1847.5719;2990.9188;1874.6827;3011.0756;1836.1585;2988.6063;1842.7164;2989.608;1841.486;2987.6239;1869.6482;2997.3188;1843.52
1471520.0;3000.3275;1846.9992;2990.7645;1876.4451;3010.8587;1836.3523;2988.4785;1842.6789;2989.6658;1841.8401;2987.9012;1868.9372;2997.5394;1843.2765
1471540.0;3000.5791;1846.5047;2990.6619;1877.5888;3010.5955;1836.6112;2988.2832;1842.6752;2989.726;1842.1852;2988.1181;1868.3441;2997.7667;1843.0301
1471560.0;3000.7835;1846.1073;2990.5986;1878.2857;3010.2802;1836.9462;2988.0349;1842.694;2989.7899;1842.5151;2988.2728;1867.8703;2997.9935;1842.7664
1471580.0;3000.8998;1845.8525;2990.5573;1878.7239;3009.9077;1837.3686;2987.7678;1842.7186;2989.8539;1842.8194;2988.3788;1867.4979;2998.2099;1842.479
1471600.0;3000.8975;1845.7609;2990.5205;1879.054;3009.4773;1837.8806;2987.5267;1842.7389;2989.9105;1843.0891;2988.4638;1867.1872;2998.405;1842.1775
1471620.0;3000.7857;1845.7943;2990.4762;1879.3609;3008.9945;1838.4745;2987.3408;1842.7587;2989.9549;1843.3224;2988.5542;1866.8924;2998.5673;1841.8877
1471640.0;3000.6123;1845.8691;2990.4223;1879.6632;3008.4696;1839.139;2987.1998;1842.7939;2989.9886;1843.528;2988.6624;1866.5791;2998.6905;1841.6379
1471660.0;3000.437;1845.9006;2990.3653;1879.9454;3007.9143;1839.8634;2987.0546;1842.8636;2990.0189;1843.7222;2988.7877;1866.2307;2998.7833;1841.4355
1471680.0;3000.3067;1845.8382;2990.3155;1880.1832;3007.3378;1840.6421;2986.8503;1842.9778;2990.054;1843.9203;2988.9268;1865.8445;2998.8684;1841.2617
1471700.0;3000.2377;1845.6827;2990.2794;1880.3651;3006.745;1841.4748;2986.5587;1843.1323;2990.0967;1844.1288;2989.077;1865.4273;2998.9679;1841.0902
1471720.0;3000.2222;1845.4723;2990.2569;1880.4976;3006.1356;1842.3672;2986.1805;1843.314;2990.1448;1844.3408;2989.232;1864.9963;2999.0892;1840.9075
1471740.0;3000.2277;1845.2692;2990.2423;1880.6013;3005.5087;1843.3276;2985.7284;1843.5125;2990.1943;1844.5422;2989.3776;1864.5784;2999.223;1840.7143
1471760.0;3000.2105;1845.1363;2990.2268;1880.6994;3004.8676;1844.3553;2985.2183;1843.7212;2990.2431;1844.7202;2989.4986;1864.2021;2999.3515;1840.5147
1471780.0;3000.143;1845.0997;2990.2021;1880.8065;3004.2231;1845.4343;2984.6697;1843.9329;2990.2922;1844.8705;2989.5877;1863.8895;2999.4585;1840.3107
1471800.0;3000.044;1845.1153;2990.1632;1880.9216;3003.5904;1846.537;2984.1071;1844.1372;2990.3428;1844.9957;2989.6497;1863.6481;2999.5362;1840.1077
1471820.0;2999.9736;1845.0719;2990.1115;1881.0331;3002.9791;1847.6371;2983.5539;1844.327;2990.3944;1845.1013;2989.6978;1863.4723;2999.5877;1839.9184
1471840.0;2999.9785;1844.8707;2990.0529;1881.1285;3002.3849;1848.7223;2983.0261;1844.5075;2990.4449;1845.1905;2989.7454;1863.3504;2999.6265;1839.7566
1471860.0;3000.0367;1844.5237;2989.9922;1881.1993;3001.7913;1849.7968;2982.5366;1844.6874;2990.494;1845.2636;2989.7994;1863.2755;2999.6696;1839.626
1471880.0;3000.0762;1844.1747;2989.9316;1881.2421;3001.1806;1850.8766;2982.0982;1844.8627;2990.5431;1845.3219;2989.8573;1863.2516;2999.7279;1839.5192
1471900.0;3000.0428;1843.9995;2989.8729;1881.2614;3000.5457;1851.9831;2981.718;1845.0132;2990.5937;1845.3677;2989.9103;1863.2844;2999.8023;1839.4274
1471920.0;2999.9375;1844.0911;2989.8216;1881.2769;2999.8897;1853.1365;2981.3908;1845.12;2990.645;1845.4021;2989.9501;1863.3682;2999.8861;1839.348
1471940.0;2999.7858;1844.4358;2989.784;1881.3135;2999.217;1854.3481;2981.0968;1845.1836;2990.6947;1845.4221;2989.9743;1863.4814;2999.9704;1839.2831
1471960.0;2999.6019;1844.9654;2989.764;1881.3832;2998.5306;1855.6132;2980.8116;1845.2227;2990.7416;1845.4238;2989.9861;1863.5974;3000.0506;1839.2325
1471980.0;2999.3826;1845.6084;2989.7618;1881.468;2997.8314;1856.9132;2980.5176;1845.2598;2990.7859;1845.4096;2989.9909;1863.6967;3000.1271;1839.192
1472000.0;2999.1387;1846.2878;2989.7761;1881.5284;2997.1273;1858.2131;2980.2096;1845.3062;2990.8297;1845.389;2989.9933;1863.7704;3000.2025;1839.1574
1472020.0;2998.9006;1846.9092;2989.8061;1881.5298;2996.4379;1859.4631;2979.891;1845.365;2990.8755;1845.3715;2989.997;1863.8171;3000.2779;1839.128
1472040.0;2998.7071;1847.3834;2989.8497;1881.4639;2995.7943;1860.6013;2979.5727;1845.4369;2990.9268;1845.3616;2990.0051;1863.8383;3000.3504;1839.1058
1472060.0;2998.5849;1847.6651;2989.9032;1881.351;2995.2267;1861.5726;2979.2796;1845.5252;2990.9883;1845.3586;2990.0206;1863.8349;3000.4158;1839.0928
1472080.0;2998.538;1847.7706;2989.9617;1881.2242;2994.7485;1862.3551;2979.0631;1845.6337;2991.064;1845.362;2990.0438;1863.8055;3000.4699;1839.0867
1472100.0;2998.5481;1847.7605;2990.0214;1881.1095;2994.3485;1862.9778;2978.9906;1845.7622;2991.1556;1845.3732;2990.0725;1863.7479;3000.5102;1839.0812
1472120.0;2998.5827;1847.713;2990.0779;1881.0173;2993.9958;1863.5107;2979.1011;1845.9014;2991.2613;1845.394;2990.1041;1863.6629;3000.5317;1839.0706
1472140.0;2998.603;1847.704;2990.1263;1880.9436;2993.6574;1864.029;2979.3622;1846.031;2991.3773;1845.4216;2990.1393;1863.5539;3000.5224;1839.0566
1472160.0;2998.5755;1847.7976;2990.1621;1880.8784;2993.3123;1864.5795;2979.6746;1846.1266;2991.499;1845.4466;2990.1824;1863.4247;3000.4655;1839.047
1472180.0;2998.4786;1848.034;2990.1831;1880.8107;2992.9565;1865.1705;2979.9328;1846.1725;2991.6206;1845.4589;2990.239;1863.2765;3000.3547;1839.052
1472200.0;2998.3153;1848.415;2990.1909;1880.7363;2992.5909;1865.7924;2980.0869;1846.1729;2991.7348;1845.4568;2990.3124;1863.1088;3000.2079;1839.0748
1472220.0;2998.1167;1848.9014;2990.1882;1880.662;2992.2084;1866.4445;2980.1492;1846.1473;2991.8261;1845.4568;2990.4031;1862.921;3000.0642;1839.107
1472240.0;2997.9293;1849.4227;2990.1777;1880.6043;2991.7993;1867.135;2980.1617;1846.1142;2991.8688;1845.4893;2990.5086;1862.7112;2999.9581;1839.1335
1472260.0;2997.7914;1849.8954;2990.1645;1880.5774;2991.364;1867.8647;2980.1662;1846.0779;2991.8376;1845.5807;2990.6245;1862.4775;2999.8973;1839.146
1472280.0;2997.7148;1850.2438;2990.1569;1880.5776;2990.922;1868.6154;2980.1932;1846.0302;2991.7293;1845.7323;2990.7461;1862.2203;2999.8653;1839.1497
1472300.0;2997.6834;1850.4131;2990.164;1880.5817;2990.503;1869.3546;2980.2548;1845.9623;2991.5776;1845.9127;2990.8693;1861.9455;2999.8404;1839.1568
1472320.0;2997.6706;1850.3884;2990.1917;1880.5627;2990.1347;1870.0478;2980.3361;1845.8777;2991.4362;1846.076;2990.9911;1861.6635;2999.8107;1839.1699
1472340.0;2997.6608;1850.2076;2990.2417;1880.5069;2989.8352;1870.6636;2980.3992;1845.7934;2991.3463;1846.1928;2991.1081;1861.3853;2999.7748;1839.1786
1472360.0;2997.6599;1849.9496;2990.3127;1880.4152;2989.6135;1871.1698;2980.4124;1845.7292;2991.3178;1846.2649;2991.2173;1861.1179;2999.7352;1839.1681
1472380.0;2997.6906;1849.6904;2990.4015;1880.2898;2989.471;1871.5337;2980.3724;1845.699;2991.3386;1846.3127;2991.317;1860.8637;2999.6939;1839.1312
1472400.0;2997.7768;1849.457;2990.5025;1880.1278;2989.4002;1871.7353;2980.2984;1845.7088;2991.3913;1846.355;2991.4081;1860.6235;2999.6519;1839.0713
1472420.0;2997.9263;1849.2284;2990.6066;1879.9278;2989.3813;1871.7905;2980.2075;1845.7616;2991.4617;1846.3985;2991.4926;1860.3986;2999.609;1838.998
1472440.0;2998.1181;1848.9844;2990.704;1879.6982;2989.3809;1871.7626;2980.1023;1845.8572;2991.5411;1846.442;2991.5715;1860.189;2999.564;1838.9193
1472460.0;2998.2979;1848.7585;2990.7873;1879.4509;2989.3625;1871.7368;2979.9806;1845.9877;2991.6234;1846.4846;2991.645;1859.9923;2999.5143;1838.8337
1472480.0;2998.4018;1848.6247;2990.8561;1879.1946;2989.3022;1871.7783;2979.8446;1846.1399;2991.7043;1846.5269;2991.7133;1859.8063;2999.4577;1838.732
1472500.0;2998.3993;1848.6293;2990.9156;1878.9392;2989.1964;1871.9092;2979.6988;1846.3031;2991.7782;1846.5686;2991.7777;1859.6316;2999.3931;1838.5992
1472520.0;2998.3158;1848.74;2990.9724;1878.7055;2989.0561;1872.1189;2979.5431;1846.4713;2991.8325;1846.6106;2991.8387;1859.4709;2999.3212;1838.4219
1472540.0;2998.2107;1848.8658;2991.0306;1878.5204;2988.895;1872.3852;2979.3756;1846.6391;2991.8463;1846.658;2991.8959;1859.3252;2999.2448;1838.1953
1472560.0;2998.132;1848.9289;2991.0908;1878.3946;2988.7217;1872.6887;2979.1993;1846.7931;2991.8013;1846.7213;2991.9482;1859.1911;2999.1686;1837.9358
1472580.0;2998.0964;1848.913;2991.1515;1878.3074;2988.5412;1873.0142;2979.0247;1846.9068;2991.7009;1846.8079;2991.9958;1859.0653;2999.1016;1837.6863
1472600.0;2998.1013;1848.8473;2991.2107;1878.2188;2988.3544;1873.3495;2978.8697;1846.9469;2991.5799;1846.9144;2992.0402;1858.9467;2999.0536;1837.5004
1472620.0;2998.1378;1848.7594;2991.2652;1878.0878;2988.1594;1873.6829;2978.7562;1846.8926;2991.4851;1847.0284;2992.0829;1858.8367;2999.0288;1837.4113
1472640.0;2998.1889;1848.6598;2991.3125;1877.886;2987.9539;1873.9985;2978.701;1846.7572;2991.4423;1847.1378;2992.1249;1858.7359;2999.0231;1837.4177
1472660.0;2998.2309;1848.5568;2991.352;1877.6003;2987.7389;1874.2788;2978.7034;1846.5867;2991.4435;1847.237;2992.1667;1858.6429;2999.0258;1837.4958
1472680.0;2998.2418;1848.4757;2991.3863;1877.2359;2987.5211;1874.5086;2978.7407;1846.4307;2991.464;1847.3257;2992.2083;1858.5559;2999.0265;1837.62
1472700.0;2998.2095;1848.4428;2991.4188;1876.801;2987.3148;1874.6716;2978.7832;1846.3137;2991.4853;1847.4032;2992.249;1858.4747;2999.0185;1837.7724
1472720.0;2998.1416;1848.4376;2991.452;1876.2799;2987.1451;1874.737;2978.8131;1846.2326;2991.5025;1847.4663;2992.2874;1858.4;2999.0001;1837.9425
1472740.0;2998.0674;1848.3692;2991.4894;1875.5488;2987.0576;1874.6273;2978.833;1846.1744;2991.518;1847.5114;2992.3212;1858.332;2998.9722;1838.1221
1472760.0;2998.027;1848.1189;2991.5416;1874.3017;2987.1208;1874.2049;2978.8635;1846.1253;2991.5299;1847.5387;2992.3477;1858.2698;2998.9378;1838.3066
1472780.0;2998.0498;1847.6234;2991.6291;1872.0929;2987.4084;1873.3128;2978.9401;1846.0676;2991.5316;1847.5527;2992.3674;1858.2122;2998.9014;1838.4937
1472800.0;2998.1348;1846.9331;2991.7802;1868.5738;2987.9588;1871.8718;2979.1192;1845.9647;2991.5154;1847.5598;2992.384;1858.1556;2998.868;1838.685
1472820.0;2998.2565;1846.1889;2992.0132;1863.8125;2988.7386;1869.9636;2979.4786;1845.7567;2991.4797;1847.5674;2992.4026;1858.0933;2998.8461;1838.8854
1472840.0;2998.386;1845.5435;2992.315;1858.407;2989.6482;1867.8152;2980.0925;1845.3716;2991.4312;1847.5826;2992.426;1858.0176;2998.8441;1839.1009
1472860.0;2998.4985;1845.1017;2992.6389;1853.2141;2990.573;1865.6816;2980.9887;1844.756;2991.3773;1847.6123;2992.4525;1857.9268;2998.8682;1839.3298
1472880.0;2998.5762;1844.9006;2992.9295;1848.9178;2991.4345;1863.7295;2982.1198;1843.911;2991.3204;1847.6602;2992.478;1857.8266;2998.9196;1839.5558
1472900.0;2998.6092;1844.9171;2993.1599;1845.7537;2992.205;1862.0029;2983.3763;1842.904;2991.2571;1847.7234;2992.5013;1857.7257;2998.9952;1839.7506
1472920.0;2998.5968;1845.0986;2993.3368;1843.5756;2992.8891;1860.4655;2984.6305;1841.8469;2991.1837;1847.792;2992.5249;1857.6284;2999.089;1839.8917
1472940.0;2998.545;1845.3898;2993.4721;1842.1135;2993.4998;1859.063;2985.7717;1840.8556;2991.1;1847.8536;2992.5515;1857.534;2999.1908;1839.9788
1472960.0;2998.4617;1845.742;2993.5632;1841.1955;2994.0456;1857.7632;2986.7201;1840.0182;2991.0094;1847.8999;2992.581;1857.4399;2999.2875;1840.0344
1472980.0;2998.3504;1846.1085;2993.6005;1840.7767;2994.5269;1856.5668;2987.4354;1839.3773;2990.9169;1847.9291;2992.6118;1857.3448;2999.369;1840.0872
1473000.0;2998.2113;1846.4439;2993.5893;1840.8294;2994.9366;1855.5019;2987.926;1838.9272;2990.8279;1847.945;2992.6433;1857.2489;2999.4335;1840.1547
1473020.0;2998.0476;1846.7274;2993.5529;1841.2311;2995.2678;1854.6023;2988.2421;1838.6284;2990.7512;1847.9533;2992.677;1857.1534;2999.483;1840.2373
1473040.0;2997.8686;1846.9826;2993.5166;1841.7748;2995.5232;1853.8808;2988.4504;1838.4291;2990.7082;1847.9536;2992.7135;1857.059;2999.5188;1840.323
1473060.0;2997.6911;1847.263;2993.4952;1842.2689;2995.718;1853.3191;2988.6056;1838.2858;2990.7299;1847.9392;2992.7522;1856.9664;2999.5402;1840.3936
1473080.0;2997.534;1847.6085;2993.496;1842.6087;2995.8737;1852.875;2988.7405;1838.1701;2990.8362;1847.9042;2992.7909;1856.8758;2999.5502;1840.43
1473100.0;2997.4101;1848.0225;2993.5217;1842.7691;2996.009;1852.5013;2988.8718;1838.0655;2991.0106;1847.8577;2992.8275;1856.7875;2999.5582;1840.4164
1473120.0;2997.323;1848.4761;2993.5687;1842.7703;2996.1358;1852.1604;2989.0095;1837.9621;2991.1989;1847.8238;2992.8614;1856.7021;2999.5755;1840.3411
1473140.0;2997.2661;1848.929;2993.6243;1842.6531;2996.2597;1851.8303;2989.1626;1837.8536;2991.3433;1847.8225;2992.894;1856.6205;2999.6086;1840.1988
1473160.0;2997.2263;1849.3384;2993.6679;1842.4886;2996.3881;1851.5024;2989.3389;1837.7349;2991.418;1847.852;2992.9281;1856.5426;2999.6543;1839.9989
1473180.0;2997.1933;1849.6518;2993.6791;1842.3619;2996.5335;1851.1805;2989.5424;1837.6013;2991.4344;1847.8927;2992.9658;1856.466;2999.703;1839.7685
1473200.0;2997.1652;1849.8116;2993.6444;1842.342;2996.7085;1850.8785;2989.7708;1837.4494;2991.4198;1847.9287;2993.0076;1856.3846;2999.7447;1839.5457
1473220.0;2997.143;1849.7768;2993.5579;1842.4551;2996.913;1850.6141;2990.0129;1837.2857;2991.3961;1847.9578;2993.0536;1856.2917;2999.7751;1839.3611
1473240.0;2997.1236;1849.5497;2993.421;1842.6834;2997.1259;1850.3992;2990.2469;1837.1321;2991.3714;1847.9874;2993.1031;1856.1835;2999.7935;1839.2234
1473260.0;2997.0965;1849.1888;2993.2382;1842.9857;2997.3174;1850.2294;2990.4369;1837.028;2991.3441;1848.0225;2993.1543;1856.0611;2999.801;1839.1233
1473280.0;2997.0531;1848.7898;2993.0159;1843.3159;2997.4696;1850.0837;2990.5406;1837.0127;2991.3108;1848.0599;2993.2049;1855.9298;2999.7994;1839.0462
1473300.0;2996.9989;1848.445;2992.7649;1843.6381;2997.5843;1849.9407;2990.5327;1837.0974;2991.2705;1848.0926;2993.254;1855.7944;2999.7928;1838.9819
1473320.0;2996.9503;1848.2009;2992.5029;1843.9266;2997.6723;1849.7937;2990.4291;1837.2472;2991.2294;1848.115;2993.3028;1855.6569;2999.7854;1838.9263
1473340.0;2996.9187;1848.0495;2992.2565;1844.1596;2997.7389;1849.6559;2990.2851;1837.3937;2991.1973;1848.1274;2993.3526;1855.5179;2999.7793;1838.8788
1473360.0;2996.8945;1847.9606;2992.0572;1844.2877;2997.7821;1849.552;2990.1623;1837.4789;2991.1823;1848.1335;2993.4019;1855.3809;2999.7723;1838.8393
1473380.0;2996.8459;1847.9213;2991.9335;1844.2259;2997.7982;1849.5037;2990.0937;1837.4918;2991.1858;1848.1382;2993.4477;1855.2517;2999.7583;1838.8103
1473400.0;2996.7361;1847.9506;2991.9011;1843.9005;2997.7897;1849.5172;2990.0778;1837.4632;2991.2016;1848.1445;2993.4897;1855.133;2999.7285;1838.7994
1473420.0;2996.5457;1848.0709;2991.9567;1843.3216;2997.7642;1849.5817;2990.0975;1837.4325;2991.2198;1848.1518;2993.5316;1855.0213;2999.6735;1838.8173
1473440.0;2996.2818;1848.2859;2992.0783;1842.6115;2997.7311;1849.6755;2990.1362;1837.4211;2991.2325;1848.1544;2993.5782;1854.91;2999.5854;1838.8726
1473460.0;2995.9756;1848.5767;2992.2374;1841.9395;2997.6982;1849.7777;2990.1839;1837.4333;2991.2356;1848.1413;2993.629;1854.7957;2999.4602;1838.9671
1473480.0;2995.6717;1848.9111;2992.4111;1841.4236;2997.6699;1849.8751;2990.2378;1837.4635;2991.2269;1848.1033;2993.6773;1854.6801;2999.2988;1839.0961
1473500.0;2995.4177;1849.236;2992.5897;1841.0875;2997.6463;1849.9626;2990.3015;1837.5047;2991.2046;1848.0406;2993.7148;1854.5656;2999.1079;1839.2525
1473520.0;2995.2586;1849.4707;2992.7739;1840.8904;2997.6258;1850.0357;2990.3843;1837.5477;2991.1703;1847.9666;2993.7382;1854.45;2998.9019;1839.4269
1473540.0;2995.2231;1849.5317;2992.9658;1840.7804;2997.6086;1850.0843;2990.4911;1837.5851;2991.1367;1847.9027;2993.75;1854.3264;2998.7012;1839.6143
1473560.0;2995.3152;1849.3774;2993.1608;1840.7203;2997.6011;1850.0884;2990.6252;1837.6045;2991.1267;1847.867;2993.7558;1854.1879;2998.5303;1839.8101
1473580.0;2995.521;1849.0297;2993.3456;1840.69;2997.6148;1850.0236;2990.7975;1837.5809;2991.1595;1847.8641;2993.7623;1854.0322;2998.4125;1840.0036
1473600.0;2995.8221;1848.5509;2993.506;1840.6685;2997.661;1849.8688;2991.0317;1837.479;2991.2313;1847.8841;2993.7765;1853.8638;2998.3597;1840.1752
1473620.0;2996.2032;1847.9981;2993.6371;1840.6355;2997.7443;1849.6152;2991.3465;1837.2723;2991.3095;1847.9117;2993.808;1853.6913;2998.3654;1840.3052
1473640.0;2996.6453;1847.4016;2993.7446;1840.5717;2997.8594;1849.2709;2991.7279;1836.9673;2991.3507;1847.9375;2993.8661;1853.5263;2998.405;1840.3937
1473660.0;2997.1186;1846.7752;2993.8393;1840.462;2997.9925;1848.8598;2992.1271;1836.6071;2991.3266;1847.9626;2993.9554;1853.3794;2998.4519;1840.464
1473680.0;2997.5871;1846.148;2993.9293;1840.2955;2998.1293;1848.412;2992.4906;1836.2484;2991.2347;1847.995;2994.0712;1853.2566;2998.4952;1840.543
1473700.0;2998.0155;1845.5738;2994.0169;1840.0699;2998.2603;1847.9539;2992.7927;1835.9325;2991.0939;1848.0417;2994.1996;1853.1568;2998.5405;1840.6395
1473720.0;2998.3773;1845.1101;2994.0985;1839.8023;2998.3808;1847.5063;2993.0319;1835.6746;2990.9324;1848.1048;2994.3235;1853.0727;2998.5974;1840.7431
1473740.0;2998.6566;1844.7855;2994.1675;1839.5257;2998.4883;1847.0843;2993.2088;1835.4771;2990.7767;1848.181;2994.4309;1852.9995;2998.6665;1840.8406
1473760.0;2998.8512;1844.5899;2994.2214;1839.2683;2998.5804;1846.6984;2993.3171;1835.3433;2990.645;1848.2663;2994.5181;1852.9427;2998.7421;1840.9259
1473780.0;2998.9733;1844.4853;2994.2658;1839.0368;2998.6586;1846.3575;2993.3556;1835.276;2990.5426;1848.3586;2994.5864;1852.9159;2998.8204;1841.002
1473800.0;2999.043;1844.4237;2994.3116;1838.82;2998.7306;1846.068;2993.3427;1835.2675;2990.4632;1848.4575;2994.6365;1852.9313;2998.9155;1841.0568
1473820.0;2999.0813;1844.3638;2994.3668;1838.6086;2998.8149;1845.8336;2993.3134;1835.3045;2990.396;1848.5609;2994.6666;1852.9884;2999.0583;1841.0591
1473840.0;2999.1051;1844.2854;2994.4275;1838.4086;2998.9414;1845.6482;2993.304;1835.3755;2990.3313;1848.6617;2994.6758;1853.0734;2999.2749;1840.9761
1473860.0;2999.1243;1844.203;2994.4801;1838.238;2999.1408;1845.4945;2993.3332;1835.4742;2990.2633;1848.7476;2994.6685;1853.1683;2999.5531;1840.8121
1473880.0;2999.1351;1844.1647;2994.5099;1838.1131;2999.4206;1845.3517;2993.3925;1835.5922;2990.1898;1848.8087;2994.6523;1853.2598;2999.8331;1840.6252
1473900.0;2999.1237;1844.227;2994.5112;1838.0353;2999.7484;1845.208;2993.4548;1835.7125;2990.1123;1848.841;2994.6326;1853.3405;3000.0399;1840.492
1473920.0;2999.0744;1844.4234;2994.4899;1837.9921;3000.0648;1845.0683;2993.4952;1835.8188;2990.0373;1848.8465;2994.6104;1853.4081;3000.1285;1840.4552
1473940.0;2998.9822;1844.7459;2994.4587;1837.9666;3000.321;1844.9488;2993.5067;1835.9069;2989.9763;1848.829;2994.5852;1853.4636;3000.1018;1840.5048
1473960.0;2998.8565;1845.1428;2994.428;1837.9492;3000.5048;1844.8636;2993.4943;1835.9861;2989.9414;1848.793;2994.559;1853.5116;2999.9969;1840.6022
1473980.0;2998.7113;1845.5351;2994.4011;1837.9388;3000.6341;1844.8143;2993.4623;1836.0696;2989.9372;1848.7432;2994.5364;1853.5567;2999.8633;1840.708
1474000.0;2998.565;1845.8473;2994.3749;1837.9386;3000.7342;1844.7914;2993.4092;1836.165;2989.9566;1848.6858;2994.5201;1853.5986;2999.7447;1840.7971
1474020.0;2998.4419;1846.0428;2994.341;1837.9544;3000.8227;1844.783;2993.3326;1836.2725;2989.9832;1848.6275;2994.5086;1853.6332;2999.6604;1840.8666
1474040.0;2998.3618;1846.1557;2994.2913;1837.9942;3000.9081;1844.7801;2993.2344;1836.388;2990.0021;1848.5747;2994.497;1853.6578;2999.6032;1840.9325
1474060.0;2998.3278;1846.2791;2994.2242;1838.0631;3000.995;1844.7782;2993.1199;1836.5057;2990.0071;1848.5334;2994.4807;1853.6753;2999.5485;1841.0188
1474080.0;2998.3243;1846.5071;2994.1451;1838.1568;3001.0862;1844.7737;2992.9923;1836.6188;2989.9993;1848.5051;2994.4581;1853.6935;2999.4784;1841.1325
1474100.0;2998.3363;1846.8716;2994.0651;1838.2543;3001.1834;1844.7629;2992.8482;1836.722;2989.981;1848.485;2994.4319;1853.7198;2999.3895;1841.2584
1474120.0;2998.3637;1847.3216;2993.9952;1838.3232;3001.2856;1844.7427;2992.6773;1836.8148;2989.9496;1848.4626;2994.4064;1853.7562;2999.289;1841.3738
1474140.0;2998.4158;1847.7557;2993.9433;1838.3353;3001.3889;1844.7133;2992.4665;1836.9068;2989.9008;1848.4259;2994.3831;1853.7969;2999.1851;1841.4668
1474160.0;2998.4914;1848.0783;2993.9112;1838.2867;3001.4898;1844.68;2992.209;1837.0142;2989.8342;1848.368;2994.3598;1853.8328;2999.0825;1841.5397
1474180.0;2998.5738;1848.2354;2993.8921;1838.2084;3001.5891;1844.6507;2991.9091;1837.1539;2989.7568;1848.2916;2994.3343;1853.8575;2998.9849;1841.5976
1474200.0;2998.6435;1848.218;2993.8723;1838.1538;3001.6912;1844.6308;2991.58;1837.335;2989.6804;1848.2097;2994.3081;1853.8702;2998.8939;1841.6417
